koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,koi_kepmag
FALSE POSITIVE,0,0,0,1,1,13.6917833,133.78898,0.142,4.198,145.4,1.12,770,83.37,14.2,1,q1_q17_dr25_tce,5906,4.433,0.931,14.565
FALSE POSITIVE,0,0,1,1,1,25.95633,154.7054,1.088,26.34,158.2,9.75,618,34.42,11.9,1,q1_q17_dr25_tce,6139,4.53,0.881,14.876
FALSE POSITIVE,,1,0,0,0,0.572937573,131.69432,0.7866,2.576,80.8,1.57,3271,27058.33,32,,,7338,4.225,1.593,11.825
FALSE POSITIVE,0,0,1,0,0,14.15849823,134.0065,1.204,46.356,347.3,90.09,1910,3145,225.1,1,q1_q17_dr25_tce,8753,3.668,3.746,11.98
FALSE POSITIVE,,1,0,0,0,207.471349,254.0825,0.3093,7.469,229.2,1.57,316,2.37,8,,,5731,4.359,1.033,13.749
FALSE POSITIVE,0,1,0,0,0,12.3748247,138.0615,1.185,90.01,390.9,81.01,1253,583.24,85.7,1,q1_q17_dr25_tce,5165,3.491,3.598,13.455
FALSE POSITIVE,0,1,0,0,0,14.54178117,144.269401,22.28,9.1151,143640,2722.92,834,114.56,768.9,2,q1_q17_dr25_tce,5997,4.304,1.148,16.709
FALSE POSITIVE,0,1,0,1,1,12.4261177,141.51156,0.945,28.5357,1230.4,3.8,724,64.95,89.9,1,q1_q17_dr25_tce,5713,4.554,0.851,15.99
CONFIRMED,0.846,0,0,0,0,21.1876185,148.8101,0.777,3.69,71.7,0.79,676,49.23,8.5,1,q1_q17_dr25_tce,6355,4.547,0.849,13.827
FALSE POSITIVE,0,1,0,1,1,12.42560404,141.5345371,0.96,23.9402,458.9,2.52,733,68.44,40.8,1,q1_q17_dr25_tce,5713,4.541,0.893,15.717
FALSE POSITIVE,0,0,1,1,1,30.9604688,156.1377,1.208,14.992,460.9,89.18,1064,303.13,27.1,1,q1_q17_dr25_tce,5367,3.216,3.558,13.405
FALSE POSITIVE,0,0,1,0,0,1.041619932,131.836717,1.237,8.1218,1840.5,30.94,1858,2828.16,374.1,1,q1_q17_dr25_tce,5838,4.374,0.991,13.606
FALSE POSITIVE,0,0,1,0,0,2.544594443,135.040236,0.558,3.21373,348780,109.72,1608,1582.68,608.9,1,q1_q17_dr25_tce,5503,4.033,1.616,16.319
FALSE POSITIVE,0,0,1,0,0,56.40651043,138.309825,0.625,18.4332,102290,21.93,358,3.87,1597.3,1,q1_q17_dr25_tce,5011,4.617,0.647,15.681
FALSE POSITIVE,0,0,1,0,0,7.964400574,131.563644,1.121,4.4761,190900,61.54,633,38.09,879.2,1,q1_q17_dr25_tce,4478,4.578,0.715,16.2
FALSE POSITIVE,0,0,1,1,1,6.399101307,134.702264,1.039,4.7439,83326,51.77,1042,279.38,154.4,1,q1_q17_dr25_tce,6233,4.472,0.988,14.798
CONFIRMED,0.989,0,0,0,0,34.9168399,157.6693,0.026,7.343,500,2.39,602,31.13,15.4,2,q1_q17_dr25_tce,6194,4.445,1.069,15.674
FALSE POSITIVE,0.113,1,0,0,0,0.56678228,131.8571,0.153,4.725,146.8,0.88,1661,1814.33,15.1,1,q1_q17_dr25_tce,4796,4.56,0.749,15.53
FALSE POSITIVE,0,0,1,1,1,8.480303653,135.854594,0.195,7.48907,81428,22.25,762,79.65,301.4,1,q1_q17_dr25_tce,5385,4.565,0.787,13.183
CONFIRMED,0.901,0,0,0,0,22.1270885,144.93039,0.956,4.472,418.2,3.94,721,63.98,12.6,1,q1_q17_dr25_tce,5312,4.103,1.445,14.523
FALSE POSITIVE,0.001,0,0,1,0,10.6784787,140.159,0.271,2.307,201,1.12,712,60.7,9.4,1,q1_q17_dr25_tce,5459,4.583,0.797,15.246
FALSE POSITIVE,0,0,1,0,0,42.55926555,161.57039,0.775,3.36626,207990,51.86,487,13.28,950,1,q1_q17_dr25_tce,5764,4.548,0.863,15.831
FALSE POSITIVE,0.018,0,0,1,0,24.2157996,133.4661,0.207,4.359,322.2,1.58,596,29.84,13.6,1,q1_q17_dr25_tce,5659,4.473,0.885,15.259
CONFIRMED,0.969,0,0,0,0,44.2018402,163.21471,0.348,4.949,235.6,1.14,409,6.59,18.6,1,q1_q17_dr25_tce,5002,4.543,0.753,13.509
CONFIRMED,0.995,0,0,0,0,15.0330623,131.89493,0.896,6.326,132.2,2.18,928,175.74,14.9,1,q1_q17_dr25_tce,5849,4.076,1.601,14.606
FALSE POSITIVE,0,0,1,0,0,12.62530918,140.0602,1.151,3.163,39413,87.2,1214,514.08,32.5,1,q1_q17_dr25_tce,6878,4.012,1.844,12.933
FALSE POSITIVE,0,0,1,0,0,124.9357674,177.686517,0.542,7.5608,240900,49.34,362,4.06,332.8,1,q1_q17_dr25_tce,5887,4.477,0.941,12.338
FALSE POSITIVE,0,0,0,0,1,12.72029843,140.3669017,0.805,2.4599,283.6,1.37,589,28.37,12.7,2,q1_q17_dr25_tce,4914,4.61,0.724,13.26
FALSE POSITIVE,0,0,1,0,0,119.6798032,176.106325,0.527,32.1928,299050,193.91,847,121.45,5357.7,1,q1_q17_dr25_tce,8275,3.726,3.251,8.351
FALSE POSITIVE,0,0,1,0,0,6.399107136,134.7016363,0.245,5.21981,376770,59.15,1031,266.9,4322.4,1,q1_q17_dr25_tce,6133,4.435,0.935,13.718
FALSE POSITIVE,0,0,1,0,1,8.480304281,135.854534,0.235,7.46159,83115,65,1504,1210.22,5219.5,1,q1_q17_dr25_tce,7059,3.946,2.21,7.631
FALSE POSITIVE,0,0,1,0,0,117.6813778,147.206961,0.433,12.7591,45362,45.43,575,25.76,2426.9,1,q1_q17_dr25_tce,6429,3.899,2.079,12.112
FALSE POSITIVE,0,0,1,0,0,17.72722648,144.070402,0.381,4.1376,147140,35.18,692,54.32,922.1,1,q1_q17_dr25_tce,6021,4.52,0.895,15.556
FALSE POSITIVE,0,0,0,1,1,1.71024931,131.6423,0.508,2.833,98.6,1.2,1766,2298.2,9.4,1,q1_q17_dr25_tce,6418,4.395,1.171,15.761
FALSE POSITIVE,0,0,1,0,0,100.4013273,216.083194,0.436,9.7436,53782,26,420,7.37,1331,1,q1_q17_dr25_tce,5903,4.353,1.1,15.017
FALSE POSITIVE,0,0,1,0,0,11.32028788,131.803042,0.526,4.82219,243410,59.23,928,175.69,1539.9,1,q1_q17_dr25_tce,6153,4.302,1.127,16.756
FALSE POSITIVE,0.003,0,1,1,0,1.219034103,132.100694,0.455,2.4494,95697,40.46,1977,3621.09,319.1,1,q1_q17_dr25_tce,5914,4.217,1.271,14.371
CONFIRMED,0.996,0,0,0,0,5.94228603,133.804,0.097,2.169,250,1.23,797,95.34,7.5,1,q1_q17_dr25_tce,4891,4.516,0.805,14.779
CONFIRMED,0.994,0,0,0,0,26.7575866,137.28717,0.407,5.858,455.3,2.28,660,44.86,17.7,1,q1_q17_dr25_tce,6215,4.44,1.052,15.42
FALSE POSITIVE,0,0,1,0,0,57.0599992,164.25706,0.194,7.463,66168,22.31,455,10.11,751.5,1,q1_q17_dr25_tce,5931,4.545,0.863,15.936
CONFIRMED,0.974,0,0,0,0,14.5565618,141.03671,0.031,4.554,103.8,1.08,787,90.4,17.1,1,q1_q17_dr25_tce,6065,4.452,1.061,13.71
FALSE POSITIVE,0.022,0,0,1,0,0.837898153,131.98187,0.071,2.104,268.9,1.26,1478,1128.57,13.9,2,q1_q17_dr25_tce,4748,4.526,0.797,15.72
FALSE POSITIVE,0.362,0,0,1,0,0.603086711,131.664075,1.251,1.0869,1242.8,36,2459,8675.9,170,1,q1_q17_dr25_tce,6353,4.397,1.134,13.989
CONFIRMED,0.998,0,0,0,0,41.7084063,153.53793,0.671,8.567,330,2.19,608,32.24,24.3,1,q1_q17_dr25_tce,6434,4.394,1.138,14.155
CONFIRMED,0.179,0,0,0,0,33.0257179,161.01,0.044,6.032,507.1,2.21,564,23.95,12.2,1,q1_q17_dr25_tce,5819,4.468,0.99,15.606
FALSE POSITIVE,0,0,1,0,0,25.36699067,138.8144224,0.86,5.9556,150580,56.02,665,46.09,2206.5,1,q1_q17_dr25_tce,6208,4.454,1.024,15.538
FALSE POSITIVE,0,1,0,0,0,428.3217393,276.530352,0.531,40.5992,317000,49.76,220,0.56,4594.8,1,q1_q17_dr25_tce,5662,4.532,0.806,14.173
FALSE POSITIVE,0,0,1,0,0,82.13761,196.1225133,1.221,6.11904,210770,197.85,640,39.55,3583.1,1,q1_q17_dr25_tce,6395,3.904,2.012,12.261
FALSE POSITIVE,0.001,0,0,1,0,3.06026014,132.762,0.675,2.545,59.9,0.83,1284,642.06,10.1,1,q1_q17_dr25_tce,5878,4.426,1.01,14.255
FALSE POSITIVE,0,0,1,0,0,24.0612744,138.38747,0.461,19.9438,440150,83.77,749,74.37,1161.1,1,q1_q17_dr25_tce,6461,4.338,1.138,14.158
FALSE POSITIVE,0,0,1,0,0,66.36099916,168.379642,0.486,20.0614,416740,61.42,420,7.33,1866.7,1,q1_q17_dr25_tce,5583,4.463,0.857,15.327
FALSE POSITIVE,0,0,1,0,0,8.939461148,133.013944,0.558,6.19136,357830,153.32,1407,926.24,2427.5,1,q1_q17_dr25_tce,6461,3.846,2.225,14.002
FALSE POSITIVE,0.695,0,1,0,0,135.5860768,177.9285627,0.549,5.54241,363130,89.83,429,7.99,6788.8,1,q1_q17_dr25_tce,6401,4.324,1.301,13.674
FALSE POSITIVE,0,0,1,0,0,18.79862195,138.028268,0.524,7.4782,380200,55.07,575,25.91,551.3,1,q1_q17_dr25_tce,5334,4.585,0.796,17.628
FALSE POSITIVE,0,0,1,0,0,6.30828538,134.379945,0.69,2.48633,113530,29.34,803,98.21,559.2,1,q1_q17_dr25_tce,5069,4.524,0.78,16.515
FALSE POSITIVE,0,0,1,0,0,4.80912667,134.07939,0.471,7.9331,134090,44.3,1270,615.74,1033.2,1,q1_q17_dr25_tce,6462,4.371,1.166,14.038
FALSE POSITIVE,0,0,1,0,0,2.33211505,132.19683,1.747,2.96723,105950,140.22,1594,1530.05,997.8,1,q1_q17_dr25_tce,6384,4.348,1.094,14.087
CONFIRMED,1,0,0,0,0,0.53835407,131.64999,0.334,1.5045,190.2,1.67,2386,7609.22,46.6,1,q1_q17_dr25_tce,5539,4.244,1.207,14.498
FALSE POSITIVE,0,0,1,0,0,249.3621183,279.658296,1.17,8.3559,35830,48.69,308,2.14,846.1,1,q1_q17_dr25_tce,5940,4.352,1.02,13.867
FALSE POSITIVE,0,0,1,1,0,0.664727127,131.63516,0.382,1.561,16.2,0.46,2343,7149.67,7.6,1,q1_q17_dr25_tce,6143,4.344,1.116,12.879
CONFIRMED,0.969,0,0,0,0,9.5084871,140.5602,0.143,4.372,97.9,1.65,1131,386.61,13.3,1,q1_q17_dr25_tce,6144,4.106,1.668,14.44
CONFIRMED,0.999,0,0,0,0,47.0563327,173.9653,0.361,4.807,762,2.57,497,14.43,12.1,1,q1_q17_dr25_tce,5889,4.492,0.924,15.695
FALSE POSITIVE,,0,0,1,0,179.8502233,225.3762426,,2.95,,,,,,,,,,,14.372
CONFIRMED,0.985,0,0,0,0,96.169569,170.2581,0.049,7.496,894.5,2.07,321,2.52,20,1,q1_q17_dr25_tce,5340,4.633,0.702,15.796
FALSE POSITIVE,0.048,0,0,1,0,1.55090374,131.61966,0.817,3.028,11.3,1.11,3190,24453.38,11.8,1,q1_q17_dr25_tce,7612,3.787,2.968,11.626
CONFIRMED,0.861,0,0,0,0,82.303914,159.0461,0.859,15.404,737,4.47,485,13.05,22.3,1,q1_q17_dr25_tce,5602,4.13,1.425,15.654
FALSE POSITIVE,0,0,1,0,0,131.9782774,179.588119,0.58,7.14981,345940,147.83,457,10.32,3766.3,1,q1_q17_dr25_tce,4916,3.717,2.182,14.313
FALSE POSITIVE,0,0,0,1,1,0.789171236,132.12333,0.417,1.734,73.4,0.69,1527,1291.41,9,1,q1_q17_dr25_tce,4776,4.516,0.811,15.352
CONFIRMED,0.971,0,0,0,0,17.9346606,138.21679,0.976,6.25,142.7,2.8,1002,238.78,18.8,2,q1_q17_dr25_tce,6426,4.013,1.775,13.474
FALSE POSITIVE,0.99,0,1,0,0,241.0707458,223.9933126,0.418,9.88863,70292,76.53,699,56.58,4257.4,1,q1_q17_dr25_tce,9414,3.883,2.777,10.656
FALSE POSITIVE,0,0,1,0,0,106.1759381,234.6409876,0.718,10.4168,164740,54.91,441,8.94,7056.8,1,q1_q17_dr25_tce,6038,4.254,1.141,13.742
FALSE POSITIVE,0,0,1,0,0,184.6467208,151.98458,0.492,18.9869,410270,72.8,320,2.49,1113.2,1,q1_q17_dr25_tce,5713,4.414,1.023,15.603
FALSE POSITIVE,0,1,0,0,0,6.282033445,131.590793,1.777,8.3777,181790,144.85,1029,264.78,1178,1,q1_q17_dr25_tce,6074,4.45,0.976,14.118
FALSE POSITIVE,0,0,1,0,0,5.519188936,134.470023,0.459,7.1351,217070,43.06,932,178.7,2270.6,1,q1_q17_dr25_tce,5324,4.439,0.897,16.117
FALSE POSITIVE,0,0,1,0,0,4.818863794,131.677655,0.486,6.2625,65936,51.32,1595,1529.01,2048.7,1,q1_q17_dr25_tce,6313,3.936,1.935,14.55
FALSE POSITIVE,0,0,1,0,0,178.2680204,255.351351,1.135,5.86461,45754,34.07,256,1.02,961.4,1,q1_q17_dr25_tce,5126,4.578,0.696,14.16
FALSE POSITIVE,0,0,1,0,0,2.181555909,133.48675,1.261,4.41739,85407,91.3,1730,2119.28,1548.2,1,q1_q17_dr25_tce,6584,4.331,1.246,14.182
FALSE POSITIVE,0,0,1,0,0,0.895276162,131.6225645,0.618,3.0518,319080,172.25,2731,13121.22,932.1,1,q1_q17_dr25_tce,5242,3.631,2.55,16.397
FALSE POSITIVE,0,0,1,0,0,244.8327497,285.7025679,1.047,4.37001,40206,38.3,307,2.09,733.5,1,q1_q17_dr25_tce,6105,4.443,0.993,13.556
CONFIRMED,0.99,0,0,0,0,30.4544418,140.76863,0.929,6.896,472.1,2.6,624,35.92,17.3,1,q1_q17_dr25_tce,6283,4.472,0.984,15.268
FALSE POSITIVE,0,0,0,1,1,10.26558924,136.49645,0.663,3.879,254.6,1.65,828,111.18,18.8,1,q1_q17_dr25_tce,5774,4.458,0.98,14.658
FALSE POSITIVE,0,0,0,1,0,18.9257333,145.5267,1.155,6.149,188.5,16.74,639,39.47,16.2,1,q1_q17_dr25_tce,5455,4.421,0.909,13.857
CONFIRMED,0.916,0,0,0,0,37.8862977,133.03141,0.026,5.218,672.2,2.09,479,12.46,14.4,1,q1_q17_dr25_tce,5513,4.551,0.818,15.848
FALSE POSITIVE,0,0,1,1,1,11.9615433,131.895,0.576,3.129,424.5,2.24,847,121.71,12.4,1,q1_q17_dr25_tce,6142,4.456,1.046,15.709
FALSE POSITIVE,,1,0,0,1,0.56683399,131.7800607,,0.75,,,,,,2,q1_q17_dr24_tce,,,,14.792
FALSE POSITIVE,0,0,1,0,0,62.12767713,172.0663,1.158,5.25005,37430,38.61,402,6.15,990.3,1,q1_q17_dr25_tce,5344,4.494,0.807,14.822
FALSE POSITIVE,0,0,1,1,1,31.9730649,133.8409,0.716,8.872,158.6,1.09,530,18.59,15.6,1,q1_q17_dr25_tce,5811,4.571,0.811,14.545
FALSE POSITIVE,0,0,1,0,0,143.1188694,266.359224,0.703,16.8109,255710,53.3,321,2.5,1638,1,q1_q17_dr25_tce,5713,4.554,0.851,14.996
FALSE POSITIVE,0,0,1,0,0,76.81985465,188.1256603,0.728,5.16249,229160,46.61,379,4.88,2314.5,1,q1_q17_dr25_tce,5654,4.59,0.774,14.063
FALSE POSITIVE,0,0,1,0,0,165.40575,141.5762383,1.091,13.6363,66402,112.86,514,16.56,4958.6,1,q1_q17_dr25_tce,6061,3.759,2.185,12.724
FALSE POSITIVE,0,0,1,0,0,71.66191516,172.9074598,0.612,6.33708,323610,55.04,365,4.18,1804.1,1,q1_q17_dr25_tce,5075,4.497,0.824,15.167
FALSE POSITIVE,0,1,0,0,0,9.44942685,136.026498,0.395,6.40303,489000,68.38,813,103.29,1246.3,1,q1_q17_dr25_tce,5754,4.534,0.905,15.65
FALSE POSITIVE,0,0,0,1,0,0.715802309,131.690348,1.251,1.5586,2208.6,25.52,1656,1787.96,137.7,1,q1_q17_dr25_tce,5239,4.6,0.757,15.579
FALSE POSITIVE,0,0,1,0,0,70.58284717,190.4997847,0.882,8.81169,150930,50.88,435,8.45,2424,1,q1_q17_dr25_tce,5973,4.516,0.904,14.624
FALSE POSITIVE,0,0,1,0,0,2.995357359,132.796981,0.843,6.57901,172400,112.12,1791,2437.81,1467.6,1,q1_q17_dr25_tce,5949,3.892,1.94,16.455
FALSE POSITIVE,0,0,1,0,0,3.840485025,134.446386,1.189,2.8592,31353,39.38,1077,318.66,259.4,1,q1_q17_dr25_tce,5731,4.532,0.823,15.26
FALSE POSITIVE,,1,1,0,0,1.92027188,132.5246606,,2.65,,,,,,,,,,,15.26
FALSE POSITIVE,0,0,1,0,0,10.4433418,133.62903,0.707,3.94077,145290,44.35,892,149.21,842.1,1,q1_q17_dr25_tce,6137,4.421,1.005,16.51
FALSE POSITIVE,0.003,1,0,0,0,4.75307877,134.5462132,0.019,2.35,933,505.94,7040,580415.2,6.4,7,q1_q17_dr25_tce,3486,0.5,180.013,13.524
FALSE POSITIVE,0,0,1,0,0,19.51501329,136.215942,0.692,4.59379,256440,53.03,588,28.31,1018.8,1,q1_q17_dr25_tce,5349,4.531,0.851,16.739
CONFIRMED,1,0,0,0,0,1.772451066,132.08668,0.006,2.4592,79.2,1.02,1685,1904.34,22.4,2,q1_q17_dr25_tce,6243,4.406,1.149,12.949
CONFIRMED,0.982,0,0,0,0,19.9158863,139.36828,0.748,6.191,143.2,1.41,728,66.31,28.3,1,q1_q17_dr25_tce,6047,4.387,1.092,13.204
FALSE POSITIVE,0,0,1,0,0,54.06132811,181.788127,1.336,4.48223,79684,88.28,514,16.51,1012.2,1,q1_q17_dr25_tce,5786,4.318,1.112,15.231
FALSE POSITIVE,0,0,1,0,0,34.52599018,150.102207,1.087,4.47294,67161,54.35,607,32.12,1008.1,1,q1_q17_dr25_tce,6123,4.396,1.049,15.142
FALSE POSITIVE,0,0,0,1,0,14.2821417,136.32946,0.012,2.068,224.9,1.08,625,36.03,8.7,1,q1_q17_dr25_tce,5374,4.588,0.726,15.13
FALSE POSITIVE,0,0,1,0,0,18.64532882,147.207512,0.454,3.63893,433820,61.81,656,43.71,1256.8,1,q1_q17_dr25_tce,5931,4.554,0.845,15.511
FALSE POSITIVE,0,0,1,0,0,20.88212542,146.5689626,0.743,8.03365,233450,66.27,737,69.67,3506.5,1,q1_q17_dr25_tce,6335,4.427,1.072,15.6
CONFIRMED,1,0,0,0,0,30.8609783,138.31416,0.852,4.216,128.9,1.08,525,17.96,17.8,1,q1_q17_dr25_tce,5627,4.552,0.833,12.988
FALSE POSITIVE,0.077,1,0,0,0,3.652810043,134.7903032,0.086,1.5132,119.4,0.89,1015,250.33,6,1,q1_q17_dr25_tce,5213,4.489,0.831,15.602
FALSE POSITIVE,0,0,1,1,1,15.65134872,132.81191,1.267,4.1553,3104,118.33,1396,898.69,81.6,1,q1_q17_dr25_tce,6552,3.586,3.289,12.429
CONFIRMED,1,0,0,0,0,8.37159554,137.68075,0.983,5.252,98,2.39,1292,659.25,16.6,3,q1_q17_dr25_tce,6426,4.013,1.775,13.474
FALSE POSITIVE,0,0,1,0,0,286.1755875,314.101583,0.598,16.1025,328540,63.23,276,1.38,765.3,1,q1_q17_dr25_tce,5904,4.471,0.946,15.138
FALSE POSITIVE,0,0,1,0,0,152.151448,215.015903,0.857,26.8612,151820,53.89,362,4.04,2163.4,1,q1_q17_dr25_tce,6217,4.472,0.989,14.61
FALSE POSITIVE,0,0,0,1,0,0.542636318,131.95581,0.056,1.2536,74.6,1.39,2659,11844.28,17.3,1,q1_q17_dr25_tce,5277,3.96,1.633,14.458
FALSE POSITIVE,0,0,1,0,0,29.91133406,153.595491,0.559,7.26916,354380,47.83,471,11.68,1349.8,1,q1_q17_dr25_tce,5303,4.632,0.704,16.128
FALSE POSITIVE,0,0,1,0,0,5.877122485,136.42083,0.547,4.71655,362900,125.68,1402,913.57,1210.8,1,q1_q17_dr25_tce,5702,3.807,1.821,15.177
FALSE POSITIVE,0,0,1,0,0,10.63630585,139.783159,0.398,5.17212,216060,64.91,1110,358.62,1419,1,q1_q17_dr25_tce,6781,4.221,1.345,17.035
FALSE POSITIVE,0,0,1,1,1,2.1032389,132.868177,1.209,6.4774,24852,36.63,1238,555,625.1,1,q1_q17_dr25_tce,5546,4.587,0.786,13.171
FALSE POSITIVE,0,0,1,0,0,46.69820093,167.6984656,1.131,3.57049,54592,38.79,468,11.31,879,1,q1_q17_dr25_tce,5772,4.518,0.756,15.267
CONFIRMED,1,0,0,0,0,15.99560373,144.2399,0.088,3.471,221.7,1.04,550,21.54,20,2,q1_q17_dr25_tce,4955,4.61,0.721,14.017
FALSE POSITIVE,0,0,1,0,0,4.39451798,133.62094,1.566,2.9527,223620,65.76,554,22.27,249.5,1,q1_q17_dr25_tce,3695,4.773,0.483,16.705
FALSE POSITIVE,0,0,1,1,1,25.9518795,148.92549,1.259,21.569,1312.3,35.1,645,41,63.7,1,q1_q17_dr25_tce,5753,4.335,1.078,14.997
FALSE POSITIVE,0,0,1,0,0,56.04809669,159.1678042,1.161,4.04427,53726,42.62,400,6.06,1003.7,1,q1_q17_dr25_tce,5222,4.518,0.78,14.967
FALSE POSITIVE,0,0,0,1,0,2.25161215,131.54653,0.647,2.1,23.9,1.14,2934,17529.42,9.2,1,q1_q17_dr25_tce,9464,4.116,2.184,13.085
FALSE POSITIVE,0,0,1,0,0,50.35545898,136.9113798,0.159,5.51863,107140,31.66,492,13.81,1219.4,1,q1_q17_dr25_tce,5936,4.501,0.965,15.724
CONFIRMED,0.925,0,0,0,0,14.0328775,138.0603,0.044,6.684,210.9,1.45,783,88.83,11.8,1,q1_q17_dr25_tce,6063,4.47,1.001,15.652
CONFIRMED,1,0,0,0,0,13.2226149,144.295,0.943,4.337,261.7,1.75,740,71.11,12.6,1,q1_q17_dr25_tce,5931,4.545,0.863,15.208
FALSE POSITIVE,0.318,1,0,0,0,3.54828691,131.83563,0.036,3.281,70.9,1.69,1795,2458.09,9.9,1,q1_q17_dr25_tce,6573,4.01,1.987,13.79
FALSE POSITIVE,0,0,1,1,1,18.79852,138.02082,0.936,4.795,487.4,2.04,509,15.82,11.2,1,q1_q17_dr25_tce,4808,4.589,0.715,16.153
FALSE POSITIVE,0,0,1,0,0,156.516574,278.137378,0.995,12.2259,113340,61.44,367,4.31,2016.1,1,q1_q17_dr25_tce,6002,4.354,1.084,13.375
FALSE POSITIVE,0,0,1,0,0,1.366946478,132.204582,0.869,3.37701,158640,43.45,1403,910.99,796.5,1,q1_q17_dr25_tce,5353,4.527,0.757,15.002
FALSE POSITIVE,0,1,0,0,0,313.0927507,424.715381,0.395,14.3447,445610,47.52,207,0.44,1952.3,1,q1_q17_dr25_tce,5067,4.596,0.673,15.638
FALSE POSITIVE,0,1,0,1,0,0.566813677,131.78895,0.449,2.458,61.2,0.77,2269,6276.41,11.5,1,q1_q17_dr25_tce,6106,4.487,0.966,15.644
FALSE POSITIVE,0,0,1,0,0,157.3226394,222.900363,0.888,21.9232,153930,56.66,351,3.61,1386.8,1,q1_q17_dr25_tce,6109,4.472,0.989,15.291
FALSE POSITIVE,,0,1,0,0,9.53040216,138.232917,0.6046,5.95809,321540,60.49,805,99.43,185.6,2,q1_q17_dr24_tce,5501,4.438,0.912,14.689
FALSE POSITIVE,0.002,0,1,0,0,4.218512654,133.506768,0.767,3.62939,23417,16.67,1189,472.03,699.9,1,q1_q17_dr25_tce,6185,4.472,0.991,15.232
FALSE POSITIVE,0,0,1,0,0,8.529991199,137.654769,1.225,3.9954,20084,44.86,940,184.92,389.8,2,q1_q17_dr25_tce,6185,4.472,0.991,15.232
FALSE POSITIVE,0,0,1,0,1,3.47140045,133.750744,,1.55,,,,493.28,,1,q1_q17_dr25_tce,,,,19.033
FALSE POSITIVE,0,0,1,0,0,1.922862476,132.735702,1.001,3.4594,101270,70.65,1827,2631.95,362.1,1,q1_q17_dr25_tce,6408,4.246,1.303,15.925
CONFIRMED,0.998,0,0,0,0,16.00747237,142.63787,0.975,1.267,277.6,2.99,838,116.46,14.7,2,q1_q17_dr25_tce,5857,4.204,1.305,13.77
CONFIRMED,0.966,0,0,0,0,54.6493679,176.0447,0.018,7.962,432.5,2.64,538,19.86,15.1,1,q1_q17_dr25_tce,5751,4.234,1.282,15.335
CONFIRMED,1,0,0,0,0,100.8276725,216.38757,0.676,8.39,1778.8,4.35,364,4.16,36.7,2,q1_q17_dr25_tce,5301,4.391,0.977,15.28
FALSE POSITIVE,0,0,1,1,1,0.905675699,132.20066,0.008,1.701,73.2,0.77,1780,2374.98,10.2,1,q1_q17_dr25_tce,5730,4.518,0.903,15.384
FALSE POSITIVE,0,0,1,0,0,15.9750417,135.71533,1.211,3.549,643.5,90.37,1143,403.2,37.5,1,q1_q17_dr25_tce,5220,3.52,3.456,13.933
CONFIRMED,0,0,0,0,0,16.0505464,141.73408,0.135,3.171,94.4,0.81,630,37.12,14.6,1,q1_q17_dr25_tce,5428,4.563,0.853,13.136
FALSE POSITIVE,0,0,0,1,1,0.805267592,132.09128,0.082,0.887,146.6,1.35,2165,5216.79,9.8,1,q1_q17_dr25_tce,6268,4.429,1.1,15.881
FALSE POSITIVE,0,0,1,0,0,11.08262263,746.1967676,0.207,6.62584,268720,48.38,793,93.67,1725.6,1,q1_q17_dr25_tce,5831,4.503,0.922,16.411
FALSE POSITIVE,0.45,0,1,0,0,421.4284819,262.2889053,0.356,8.60447,96654,54.16,335,2.97,3162,1,q1_q17_dr25_tce,6235,4.034,1.708,13.769
FALSE POSITIVE,0,0,1,1,1,1.096587245,132.51421,2.623,3.0287,541.2,168.68,1726,2096.5,67.1,2,q1_q17_dr25_tce,5869,4.513,0.942,13.954
FALSE POSITIVE,0,0,1,0,0,3.012476415,132.2466206,0.708,3.31903,198400,58.77,1388,879.89,2060.3,1,q1_q17_dr25_tce,6015,4.329,1.088,14.776
FALSE POSITIVE,0,0,1,0,0,204.7410476,202.871314,0.596,20.5357,333800,97.39,404,6.3,2000.2,1,q1_q17_dr25_tce,6517,4.211,1.44,13.841
FALSE POSITIVE,0,0,0,1,1,0.759740194,131.82001,0.497,3.252,42.5,0.67,2059,4245.86,13.7,1,q1_q17_dr25_tce,6046,4.478,1.007,14.92
FALSE POSITIVE,0,0,1,0,0,4.664186517,133.670668,0.29,4.0639,555380,278.81,1683,1896.44,445.7,1,q1_q17_dr25_tce,5062,3.515,3.579,16.144
FALSE POSITIVE,0,0,1,0,0,1.092066399,132.1028432,0.488,2.97608,401890,40.74,1164,432.44,1160.6,1,q1_q17_dr25_tce,4556,4.67,0.576,15.896
FALSE POSITIVE,0,0,1,0,0,3.053578643,133.878843,1.11,3.22884,52880,35.35,1035,271.46,661.4,1,q1_q17_dr25_tce,5414,4.625,0.714,15.74
FALSE POSITIVE,0.012,0,1,0,0,2.992662857,131.893219,0.001,2.5258,113700,60.35,1476,1123.54,296.8,1,q1_q17_dr25_tce,4927,3.883,1.837,16.328
FALSE POSITIVE,0,0,1,1,1,4.664188563,133.670244,1.254,3.773,11360,52.09,1221,525.46,272.6,1,q1_q17_dr25_tce,5699,4.192,1.215,13.915
